759,JACARE-ACANGA,-6.233,-57.777
760,CORK,51.843,-8.492
761,BRINDISI,40.658,17.947
762,GORGAN,36.909,54.402
763,SANTA BARBARA,7.803,-71.166
764,CIENFUEGOS,22.150,-80.414
765,PERM,57.917,56.026
766,JAUJA,-11.783,-75.473
767,CASEMENT,53.303,-6.443
768,ISKENDERUN,36.573,36.154
769,ALTA,69.977,23.366
770,BUFFALO,42.940,-78.732
771,MYRTLE BEACH,33.680,-78.928
772,POINT MUGU,34.120,-119.121
773,LUENA,-11.768,19.898
774,BAGHDOGRA,26.681,88.328
775,SAN DIEGO,32.733,-117.189
776,MIR PUR KHAS,25.683,69.073
777,AMSELE,64.571,19.314
778,NOME,64.512,-165.445
779,DUMAGUETE,9.334,123.302
780,TRUJILLO,-8.085,-79.109
781,WEST HAMPTON BEACH,40.844,-72.632
782,HOUSTON,29.607,-95.159
783,PIETERSBURG,-23.926,29.484
784,NICARO,20.689,-75.531
785,TCHIBANGA,-2.889,10.919
786,YAMOUSSOUKRO,6.903,-5.366
787,LAMERD,27.371,53.189
788,JAHROM,28.586,53.579
789,NHATRANG,12.218,109.200
790,KWAJALEIN,8.720,167.731
791,MATURIN,9.749,-63.152
792,SONGKHLA,7.186,100.608
793,BRISBANE,-27.384,153.118
794,CEDAR CITY,37.701,-113.099
795,MIQUELON,47.095,-56.380
796,KLAGENFURT,46.650,14.333
797,ADANA,37.002,35.426
798,GULU,2.806,32.272
799,ARDABIL,38.326,48.424
800,DILLINGHAM,21.579,-158.210
801,WROCLAW,51.103,16.886
802,YLIVIESKA-RAUDASKYLA,64.060,24.716
803,CUBI NAS,6.106,125.236
804,CHERBOURG,49.650,-1.470
805,KIRKWALL,58.958,-2.905
806,NAMSANG,20.890,97.736
807,BUJUMBURA,-3.324,29.318
808,KRIEL,-26.252,29.194
809,TINDOUF,27.700,-8.167
810,LA CEIBA,15.742,-86.853
811,EMMEN,47.092,8.305
812,MEKNES,33.879,-5.515
813,LILABARI,27.291,94.097
814,TUKTOYAKTUK,69.433,-133.026
815,COETIVY,-7.164,56.264
816,SIGLUFJORDUR,66.133,-18.917
817,LLOYDMINSTER,53.309,-110.073
818,SUMBAWA,-8.489,117.412
819,GIFU,35.394,136.869
820,STARA ZAGORA,42.377,25.655
821,SAN FERNANDO,-34.453,-58.589
822,SOESTERBERG,52.127,5.276
823,ARAUCA,7.069,-70.737
824,CIUDAD BOLIVAR,8.122,-63.537
825,WORMS,49.606,8.368
826,CIUDAD DEL CARMEN,18.654,-91.799
827,FASSBERG,52.919,10.184
828,NANNING,22.608,108.172
829,RUSTENBURG,-25.644,27.271
830,ALEXANDER BAY,-28.575,16.533
831,NOSARA BEACH,9.976,-85.653
832,OUESSANT,48.463,-5.064
833,MATSU,26.224,120.003
834,SAO LUIS,-2.589,-44.236
835,COLLIQUE,-11.929,-77.061
836,ANDOYA,69.293,16.144
837,PROVIDENCIALES,21.774,-72.266
838,RIO DE JANEIRO,-22.910,-43.163
839,GRONINGEN,53.119,6.579
840,WATERLOO,43.459,-80.384
841,DONGOLA,19.154,30.430
842,KEFLAVIK,63.985,-22.606
843,SLIGO,54.280,-8.599
844,CASABLANCA,33.368,-7.588
845,KANSAS CITY,39.298,-94.714
846,CUFAR,11.288,-15.181
847,FORESTVILLE,48.746,-69.097
848,ELKINS,38.889,-79.857
849,KAOLACK,14.147,-16.051
850,SUI,28.645,69.177
851,RHODOS,36.405,28.086
852,INHAMBANE,-23.876,35.408
853,KITEE,62.166,30.074
854,PRINCIPE,1.663,7.412
855,SHEBERGHAN,36.750,65.912
856,LOUISIANA,30.038,-91.884
857,CHANDIGARH,30.673,76.788
858,SEOUL,37.558,126.791
859,BARROW,71.285,-156.766
860,PILAR,-26.881,-58.318
861,LIPA,13.955,121.125
862,MERCED,37.380,-120.568
863,BEER-SHEBA,31.287,34.723
864,ITAITUBA,-9.334,-54.965
865,PHNOM-PENH,11.546,104.844
866,SAN MATHIAS,-16.339,-58.402
867,MANZANILLO,19.145,-104.559
868,MATAMOROS,25.770,-97.525
869,KORHOGO,9.387,-5.556
870,AIZWAL,23.746,92.803
871,DURANGO,37.151,-107.754
872,ALDAN,34.804,-96.671
873,KIGALI,-1.969,30.139
874,LADAG,8.414,124.611
875,HAVRE,48.543,-109.762
876,JACKSONVILLE,34.708,-77.439
877,GUAPILES,10.217,-83.795
878,DES MOINES,41.534,-93.663
879,CHUUK,7.462,151.843
880,BANAK,70.069,24.973
881,AGRA,27.156,77.961
882,MARAGROSA,-2.851,-79.804
883,EL DORADO,6.715,-61.639
884,LANSING,42.779,-84.587
885,RECIFE,-8.126,-34.923
886,SARGODHA,32.049,72.665
887,DUBENDORF,47.399,8.648
888,VREDENDAL,-31.641,18.545
889,COLD LAKE,54.405,-110.279
890,BANANERA,15.473,-88.837
891,CANEFIELD,15.337,-61.392
892,KASUNGU,-13.014,33.468
893,MADRID,40.472,-3.561
894,GONDAR,12.518,37.432
895,NAMEST,49.166,16.125
896,LOIKAW,19.692,97.215
897,EVREUX,49.029,1.220
898,GODOLLO,47.571,19.339
899,AL HAMRA,24.074,52.463
900,PORTO VELHO,-8.709,-63.902
901,BEIRUT,33.813,35.489
902,PEMBA,-12.987,40.522
903,RIO DE JANEIRO,-22.809,-43.244
904,TORONTO,43.628,-79.396
905,ABECHE,13.847,20.844
906,QINGDAO,36.263,120.375
907,MANSTON,51.342,1.346
908,CHATHAM ISLAND,-43.810,-176.457
909,ST.-GEORGES OYAPOCK,3.898,-51.804
910,NEW YORK,40.640,-73.779
911,HAWARDEN,53.178,-2.978
912,DENVER,39.858,-104.667
913,BETTLES,66.915,-151.528
914,QUUJJUAQ,58.096,-68.427
915,CARDIFF,51.397,-3.343
916,FICKSBURG,-28.823,27.909
917,YALOVA,40.683,29.379
918,HURON,44.385,-98.228
919,LE PUY,45.079,3.765
920,YURIMAGUAS,-5.894,-76.118
921,VESTMANNAEYJAR,63.424,-20.279
922,LAVAN ISLAND,26.810,53.356
923,HIVA-OA,-9.769,-139.011
924,KOSRAE,5.357,162.958
925,HANNOVER,52.461,9.685
926,GUNUNG SITOLI,1.166,97.703
927,SAN JOSE,9.957,-84.142
928,TRONDHEIM,63.458,10.940
929,BARRANCABERMEJA,7.024,-73.807
930,ALEXANDRIA,31.395,-92.296
931,NAKHON RATCHASIMA,14.934,102.079
932,ABBEVILLE,50.143,1.832
933,PRESTWICK,55.508,-4.587
934,LICHINGA,-13.274,35.266
935,PATINA,25.591,85.088
936,MOUNDOU,8.620,16.068
937,BUKAVU/KAVUMU,-2.309,28.809
938,LAS TUNAS,20.988,-76.936
939,HAGSHULT,57.292,14.137
940,HARRISON,36.261,-93.155
941,STEPHENVILLE,48.544,-58.550
942,KUSTANAY,53.206,63.551
943,SPRINGBOK,-29.689,17.939
944,LADYSMITH,-28.582,29.750
945,SANTO DOMINGO,7.565,-72.035
946,WINDSOR,42.276,-82.956
947,LAMEZIA,38.906,16.242
948,CONGO TOWN,24.159,-77.590
949,PADOVA,45.396,11.848
950,NICE,43.661,7.218
951,BUENOS AIRES,-34.559,-58.416
952,FORT MEADE,39.085,-76.759
953,EDMONTON,53.667,-113.467
954,OKARA,30.741,73.358
955,KWAJALEIN,9.397,167.471
956,ARDMORE,-37.030,174.973
957,MOOSONEE,51.291,-80.608
958,CUAMBA,-14.820,36.532
959,CHICOPEE FALLS,42.198,-72.534
960,GOLFITO,8.654,-83.182
961,IMMOLA,61.249,28.904
962,DEPARIZO,27.989,94.223
963,BEIRA,-19.796,34.908
964,ST. JEAN,45.294,-73.281
965,CAMBRIDGE,52.205,0.175
966,POLYARNY,66.417,112.050
967,ELIZABETH CITY,36.261,-76.174
968,AKURE,7.247,5.301
969,KHARKOV,49.359,26.934
970,BUECHEL,50.174,7.063
971,CHIHUAHUA,28.703,-105.964
972,SUKKUR,27.722,68.792
973,KAMUELA,20.001,-155.668
974,CASLAV,49.939,15.382
975,ANDOAS,-2.795,-76.466
976,TRIPOLI,32.663,13.159
977,ALICE TOWN,25.700,-79.264
978,SIOFOK,46.858,18.096
979,MATAGAMI,49.762,-77.803
980,YOKOTA,35.748,139.348
981,HUAHINE ISLAND,-16.687,-151.022
982,BRUECKEBURG,52.278,9.082
983,CALABAR,4.976,8.347
984,MANSA,-11.138,28.875
985,BOUFARIK,36.546,2.876
986,LOMA LARGA,-1.501,-79.481
987,SUDBURY,46.625,-80.799
988,PENDORO,-3.286,103.879
989,AVIANO,46.032,12.596
990,HELSINKI,60.320,24.956
991,KLERKSDORP,-26.871,26.718
992,MORA,60.958,14.511
993,SALTO,-31.440,-57.991
994,WIENER NEUSTADT OST,47.843,16.260
995,OKI ISLAND,36.181,133.325
996,FLORIANOPOLIS,-27.673,-48.548
997,BELGAUM,15.859,74.618
998,JERSEY,49.208,-2.195
999,BORA BORA,-16.444,-151.751
1000,MINSK,53.864,27.539
